Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign A,Ad-2,2025-02-23,18-24,F,4698,3288,1805,3686,1119,4296,371.0,30.36,0.33,189.05
Campaign A,Ad-3,2025-02-23,35-39,F,2591,2981,3932,11108,191,4491,2158.25,1.72,11.3,173.71
Campaign A,Ad-4,2025-02-23,25-34,F,4267,1980,3664,15492,205,1910,1689.1,1.32,8.24,144.87
Campaign A,Ad-5,2025-02-23,18-24,M,1732,2939,4741,9931,1493,1414,1068.97,15.03,0.72,85.1
Campaign A,Ad-6,2025-02-23,45-54,F,3604,1176,3015,19271,1495,549,2310.96,7.76,1.55,152.94
Campaign A,Ad-7,2025-02-23,45-54,F,2002,3867,4205,15766,406,3846,4743.52,2.58,11.68,137.01
Campaign A,Ad-8,2025-02-23,18-24,F,3278,3377,2390,7270,670,201,817.22,9.22,1.22,125.76
Campaign A,Ad-9,2025-02-23,45-54,M,3128,4545,1118,8309,560,304,2353.77,6.74,4.2,124.12
Campaign A,Ad-10,2025-02-23,18-24,F,1456,2020,1243,9068,1428,789,4138.21,15.75,2.9,85.7
Campaign B,Ad-1,2025-02-23,40-44,M,2327,4964,3097,5148,585,841,4208.6,11.36,7.19,170.38
Campaign B,Ad-2,2025-02-23,35-39,F,2556,4205,4973,9751,584,4620,4084.49,5.99,6.99,113.07
Campaign B,Ad-3,2025-02-23,25-34,M,4471,4357,1478,14031,1021,4444,3973.85,7.28,3.89,139.0
Campaign B,Ad-4,2025-02-23,55+,F,1463,4478,1025,12962,1349,4252,2903.9,10.41,2.15,104.44
Campaign B,Ad-5,2025-02-23,18-24,F,4015,4374,3708,17932,520,780,636.11,2.9,1.22,139.03
Campaign B,Ad-6,2025-02-23,18-24,F,3248,1209,4998,10691,1002,2986,1618.86,9.37,1.62,144.72
Campaign B,Ad-7,2025-02-23,55+,F,2726,4739,4879,19379,867,3835,2087.88,4.47,2.41,82.82
Campaign B,Ad-8,2025-02-23,25-34,F,4824,2947,3031,13628,1358,3900,3830.46,9.96,2.82,132.85
Campaign B,Ad-9,2025-02-23,18-24,M,3309,3414,3436,19613,331,3189,4190.4,1.69,12.66,157.45
Campaign B,Ad-10,2025-02-23,35-39,F,4382,1865,3702,4326,1191,4290,4468.61,27.53,3.75,128.64
Campaign C,Ad-1,2025-02-23,45-54,F,4447,4063,1014,19050,449,4269,1561.48,2.36,3.48,81.58
Campaign C,Ad-2,2025-02-23,55+,F,3872,1562,3891,7622,1303,2800,4528.23,17.1,3.48,117.31
Campaign C,Ad-3,2025-02-23,18-24,F,2406,3158,4599,18595,638,1555,1695.92,3.43,2.66,142.48
Campaign C,Ad-4,2025-02-23,35-39,F,4967,4922,2056,14720,455,452,2622.59,3.09,5.76,179.41
Campaign C,Ad-5,2025-02-23,40-44,F,3005,2214,2409,6333,227,651,432.39,3.58,1.9,104.22
Campaign C,Ad-6,2025-02-23,35-39,M,4786,2918,3818,11427,1169,2737,3530.59,10.23,3.02,177.89
Campaign C,Ad-7,2025-02-23,45-54,F,4868,3084,1098,4384,1114,2654,291.73,25.41,0.26,163.43
Campaign C,Ad-8,2025-02-23,45-54,F,1884,1636,1945,7012,224,934,751.2,3.19,3.35,125.96
Campaign C,Ad-9,2025-02-23,45-54,F,1408,4540,1318,6634,375,4853,4127.46,5.65,11.01,132.6
Campaign C,Ad-10,2025-02-23,35-39,M,4758,3275,2820,6864,304,3287,4435.4,4.43,14.59,152.88
Campaign D,Ad-1,2025-02-23,25-34,F,4120,1824,1217,15749,721,4585,2856.89,4.58,3.96,164.51
Campaign D,Ad-2,2025-02-23,45-54,F,3693,1067,3368,13142,1124,2806,2161.84,8.55,1.92,140.27
Campaign D,Ad-3,2025-02-23,55+,M,4999,2728,4967,6065,1431,2806,4646.36,23.59,3.25,104.46
Campaign D,Ad-4,2025-02-23,18-24,M,3787,4091,1209,18869,1193,4177,2066.13,6.32,1.73,103.97
Campaign D,Ad-5,2025-02-23,45-54,F,1208,1917,4912,9122,1178,4881,4675.41,12.91,3.97,149.2
Campaign D,Ad-6,2025-02-23,25-34,F,1763,3954,3517,18817,407,2561,734.59,2.16,1.8,133.57
Campaign D,Ad-7,2025-02-23,25-34,F,1618,1683,2122,13620,1151,4155,4571.34,8.45,3.97,92.9
Campaign D,Ad-8,2025-02-23,45-54,M,4515,3496,3292,17934,1059,868,453.03,5.9,0.43,108.79
Campaign D,Ad-9,2025-02-23,45-54,M,2087,4156,2417,8511,1217,3313,1162.65,14.3,0.96,153.28
Campaign D,Ad-10,2025-02-23,40-44,F,1183,3886,2077,18131,316,2567,498.39,1.74,1.58,147.45
Campaign E,Ad-1,2025-02-23,18-24,M,2344,1874,1217,10186,781,3518,2194.91,7.67,2.81,92.57
Campaign E,Ad-2,2025-02-23,18-24,M,4559,3005,4128,12766,525,757,4936.87,4.11,9.4,134.96
Campaign E,Ad-3,2025-02-23,55+,F,4817,2546,2283,3148,931,4729,3148.2,29.57,3.38,194.72
Campaign E,Ad-4,2025-02-23,55+,M,3497,1591,1752,11373,464,1662,231.2,4.08,0.5,159.14
Campaign E,Ad-5,2025-02-23,55+,F,2937,4830,2824,15415,727,2038,378.52,4.72,0.52,151.75
Campaign E,Ad-6,2025-02-23,25-34,M,2317,1054,1509,3234,738,3039,2038.71,22.82,2.76,198.6
Campaign E,Ad-7,2025-02-23,25-34,F,2248,4894,2144,6903,1071,515,3657.43,15.51,3.41,93.93
Campaign E,Ad-8,2025-02-23,18-24,F,3302,3939,2668,7574,1469,4723,2280.98,19.4,1.55,91.21
Campaign E,Ad-9,2025-02-23,55+,F,1373,1459,4580,10841,273,698,2785.53,2.52,10.2,140.56
Campaign E,Ad-10,2025-02-23,35-39,F,2366,4449,3911,11862,356,4178,4931.05,3.0,13.85,124.08
Campaign A,Ad-1,2025-02-24,25-34,M,1857,1322,3751,19935,1004,2989,1227.76,5.04,1.22,166.22
Campaign A,Ad-2,2025-02-24,45-54,M,2412,4741,3964,11306,220,3412,1868.23,1.95,8.49,160.54
Campaign A,Ad-3,2025-02-24,25-34,M,2788,2652,3953,11845,1053,4993,1499.01,8.89,1.42,138.3
Campaign A,Ad-4,2025-02-24,40-44,F,1546,1309,1666,7034,1497,880,4324.78,21.28,2.89,168.73
Campaign A,Ad-5,2025-02-24,18-24,M,2675,3124,4679,4234,990,2207,3243.6,23.38,3.28,81.77
Campaign A,Ad-6,2025-02-24,18-24,F,1362,4940,2330,14747,1324,872,1112.05,8.98,0.84,186.35
Campaign A,Ad-7,2025-02-24,35-39,F,4959,3727,3791,13132,1419,4967,1561.12,10.81,1.1,184.1
Campaign A,Ad-8,2025-02-24,25-34,F,2348,4010,3750,10782,498,788,4720.41,4.62,9.48,134.34
Campaign A,Ad-9,2025-02-24,35-39,M,4919,4524,2562,16796,522,4384,3476.37,3.11,6.66,85.85
Campaign A,Ad-10,2025-02-24,18-24,M,3210,3328,1888,12560,1292,4955,1109.92,10.29,0.86,145.38
Campaign B,Ad-1,2025-02-24,25-34,M,2642,3902,1496,6670,577,3093,2062.49,8.65,3.57,192.7
Campaign B,Ad-2,2025-02-24,25-34,F,4641,1597,1452,10140,1436,3798,753.36,14.16,0.52,116.29
Campaign B,Ad-3,2025-02-24,55+,F,3673,2915,4538,14399,1160,1464,1337.46,8.06,1.15,97.14
Campaign B,Ad-4,2025-02-24,25-34,F,1939,3699,3295,12504,123,2173,1899.28,0.98,15.44,129.47
Campaign B,Ad-5,2025-02-24,55+,M,1100,1372,1254,16202,340,4485,729.74,2.1,2.15,141.34
Campaign B,Ad-6,2025-02-24,25-34,M,4892,1156,2837,14706,1327,2631,1054.19,9.02,0.79,163.8
Campaign B,Ad-7,2025-02-24,55+,F,4996,3918,1161,15557,1453,781,1063.74,9.34,0.73,90.01
Campaign B,Ad-8,2025-02-24,35-39,F,3340,2666,3594,14202,1431,517,3443.93,10.08,2.41,143.65
Campaign B,Ad-9,2025-02-24,35-39,M,2082,2989,4311,6834,1022,2886,2594.03,14.95,2.54,89.15
Campaign B,Ad-10,2025-02-24,18-24,F,2965,4421,1418,9984,844,3618,3472.76,8.45,4.11,153.38
Campaign C,Ad-1,2025-02-24,35-39,M,1193,2589,1129,10913,704,3288,3636.19,6.45,5.17,85.99
Campaign C,Ad-2,2025-02-24,35-39,F,1746,1970,1647,7278,105,2152,2475.62,1.44,23.58,136.16
Campaign C,Ad-3,2025-02-24,55+,F,3144,2503,4973,18210,166,2595,4856.43,0.91,29.26,97.13
Campaign C,Ad-4,2025-02-24,40-44,F,2684,2680,3698,18322,913,1696,3749.3,4.98,4.11,118.94
Campaign C,Ad-5,2025-02-24,55+,F,2094,1721,2756,14638,521,484,3504.9,3.56,6.73,142.67
Campaign C,Ad-6,2025-02-24,25-34,M,1157,4338,3170,17007,780,3879,3542.64,4.59,4.54,98.66
Campaign C,Ad-7,2025-02-24,18-24,F,3822,2658,2850,14107,179,1197,1143.51,1.27,6.39,169.29
Campaign C,Ad-8,2025-02-24,40-44,M,4561,4904,3849,12422,558,292,3717.12,4.49,6.66,160.28
Campaign C,Ad-9,2025-02-24,18-24,M,4389,2242,1546,14107,895,466,2439.63,6.34,2.73,139.83
Campaign C,Ad-10,2025-02-24,25-34,F,4588,3112,3031,6129,857,742,544.74,13.98,0.64,91.6
Campaign D,Ad-1,2025-02-24,40-44,F,1294,2164,1528,19678,536,4853,1083.46,2.72,2.02,186.8
Campaign D,Ad-2,2025-02-24,55+,M,3964,3448,4691,15663,838,2210,1886.85,5.35,2.25,123.86
Campaign D,Ad-3,2025-02-24,18-24,F,3108,3220,1483,19738,1040,4344,2142.24,5.27,2.06,152.2
Campaign D,Ad-4,2025-02-24,18-24,F,3328,3787,1383,10514,324,2852,3270.78,3.08,10.1,107.52
Campaign D,Ad-5,2025-02-24,40-44,F,1166,2456,1771,17084,512,3418,3995.36,3.0,7.8,170.94
Campaign D,Ad-6,2025-02-24,55+,F,4597,3207,3939,10133,1001,1147,439.66,9.88,0.44,119.94
Campaign D,Ad-7,2025-02-24,55+,F,2616,1860,1531,19718,556,790,959.33,2.82,1.73,163.19
Campaign D,Ad-8,2025-02-24,45-54,M,2320,3148,2865,7932,1259,3781,3718.84,15.87,2.95,153.45
Campaign D,Ad-9,2025-02-24,40-44,F,2175,1098,2481,7420,140,4180,2202.22,1.89,15.73,159.22
Campaign D,Ad-10,2025-02-24,35-39,M,2519,4550,1698,15578,902,4270,2616.8,5.79,2.9,123.4
Campaign E,Ad-1,2025-02-24,40-44,M,2614,2718,3835,17173,1087,3499,1092.17,6.33,1.0,110.5
Campaign E,Ad-2,2025-02-24,18-24,M,3765,4350,2083,13023,811,2004,1406.79,6.23,1.73,197.21
Campaign E,Ad-3,2025-02-24,25-34,F,1537,4599,2656,15113,483,3533,1272.78,3.2,2.64,99.09
Campaign E,Ad-4,2025-02-24,40-44,M,2553,2114,2369,18400,417,3277,4712.68,2.27,11.3,183.44
Campaign E,Ad-5,2025-02-24,18-24,M,4933,2237,4893,4565,1321,1908,3214.83,28.94,2.43,117.55
Campaign E,Ad-6,2025-02-24,45-54,M,2269,4872,2270,12126,655,2167,4912.34,5.4,7.5,191.05
Campaign E,Ad-7,2025-02-24,25-34,M,2515,2621,3114,8266,374,427,2707.67,4.52,7.24,118.48
Campaign E,Ad-8,2025-02-24,40-44,F,1469,2401,4670,17669,1250,1222,1463.86,7.07,1.17,156.07
Campaign E,Ad-9,2025-02-24,18-24,F,4738,4703,1854,10323,520,1144,1902.85,5.04,3.66,101.04
Campaign E,Ad-10,2025-02-24,45-54,M,1917,3377,4736,12803,701,1359,3869.17,5.48,5.52,196.94
Campaign A,Ad-1,2025-02-25,18-24,M,1799,3217,3589,11423,1085,3755,4507.01,9.5,4.15,126.4
Campaign A,Ad-2,2025-02-25,55+,F,2842,2658,3659,10185,455,3696,1945.34,4.47,4.28,113.4
Campaign A,Ad-3,2025-02-25,35-39,M,3073,4484,3102,4261,883,4085,2446.0,20.72,2.77,147.16
Campaign A,Ad-4,2025-02-25,55+,M,4063,3309,3660,13302,309,1682,3664.56,2.32,11.86,140.45
Campaign A,Ad-5,2025-02-25,35-39,M,3843,2871,3675,9338,1101,1967,4905.68,11.79,4.46,105.03
Campaign A,Ad-6,2025-02-25,25-34,F,3668,2027,3934,5735,866,811,490.31,15.1,0.57,95.59
Campaign A,Ad-7,2025-02-25,55+,M,1836,1362,4056,12869,724,4642,1201.2,5.63,1.66,108.05
Campaign A,Ad-8,2025-02-25,25-34,F,2501,4253,2303,11682,1381,2519,1601.3,11.82,1.16,124.76
Campaign A,Ad-9,2025-02-25,45-54,M,4993,4629,1392,8448,685,1288,907.94,8.11,1.33,137.44
Campaign A,Ad-10,2025-02-25,40-44,F,3822,4407,3362,19395,384,2389,1104.03,1.98,2.88,86.53
Campaign B,Ad-1,2025-02-25,18-24,F,2761,1704,2399,11602,638,4918,2406.61,5.5,3.77,119.57
Campaign B,Ad-2,2025-02-25,55+,M,1555,3402,3121,14938,951,260,3739.1,6.37,3.93,113.69
Campaign B,Ad-3,2025-02-25,45-54,F,1846,4574,3033,3783,801,602,4895.65,21.17,6.11,185.09
Campaign B,Ad-4,2025-02-25,40-44,F,4569,1968,2829,12107,1298,2318,3248.41,10.72,2.5,81.56
Campaign B,Ad-5,2025-02-25,18-24,F,1376,3622,4788,18534,559,3558,4744.74,3.02,8.49,140.74
Campaign B,Ad-6,2025-02-25,25-34,F,2256,2571,3235,12998,1058,3934,3027.11,8.14,2.86,180.23
Campaign B,Ad-7,2025-02-25,25-34,F,3812,3224,1672,17808,1310,1474,1900.19,7.36,1.45,91.71
Campaign B,Ad-8,2025-02-25,25-34,F,4414,4419,1895,15436,1072,3339,3881.52,6.94,3.62,110.96
Campaign B,Ad-9,2025-02-25,45-54,M,4378,1321,2983,7361,1099,4439,3431.65,14.93,3.12,135.13
Campaign B,Ad-10,2025-02-25,55+,F,1870,2881,1718,18538,204,1046,1591.0,1.1,7.8,196.03
Campaign C,Ad-1,2025-02-25,45-54,M,1683,4900,3904,5004,1042,2561,945.72,20.82,0.91,98.92
Campaign C,Ad-2,2025-02-25,45-54,F,2354,3206,3832,16669,1489,4852,3280.8,8.93,2.2,188.34
Campaign C,Ad-3,2025-02-25,18-24,F,1076,1305,3803,11453,731,953,4526.09,6.38,6.19,147.7
Campaign C,Ad-4,2025-02-25,18-24,M,1248,3861,2105,17661,277,3286,3274.62,1.57,11.82,132.37
Campaign C,Ad-5,2025-02-25,18-24,F,1660,3280,4745,15886,1075,3943,3044.41,6.77,2.83,167.85
Campaign C,Ad-6,2025-02-25,35-39,F,3173,3241,2950,7793,604,991,3890.49,7.75,6.44,109.73
Campaign C,Ad-7,2025-02-25,40-44,M,2303,1952,2218,5911,1107,1883,1822.48,18.73,1.65,154.19
Campaign C,Ad-8,2025-02-25,25-34,M,2981,1254,3459,18813,386,735,1956.41,2.05,5.07,193.73
Campaign C,Ad-9,2025-02-25,35-39,M,1784,3302,3722,15908,1354,431,1498.43,8.51,1.11,96.33
Campaign C,Ad-10,2025-02-25,18-24,M,4823,2807,1609,3432,1347,1629,4007.97,39.25,2.98,98.16
Campaign D,Ad-1,2025-02-25,55+,F,2178,4724,2033,13072,1096,2694,1452.71,8.38,1.33,161.99
Campaign D,Ad-2,2025-02-25,35-39,M,3810,1257,2015,17070,554,4863,3548.11,3.25,6.4,136.95
Campaign D,Ad-3,2025-02-25,35-39,F,2467,1414,3617,10483,250,3440,2978.06,2.38,11.91,152.81
Campaign D,Ad-4,2025-02-25,45-54,M,2286,1440,4315,10801,1380,447,4697.48,12.78,3.4,97.72
Campaign D,Ad-5,2025-02-25,18-24,F,4109,1349,1368,8188,1037,4355,4516.71,12.66,4.36,152.84
Campaign D,Ad-6,2025-02-25,25-34,F,1467,4962,3518,17482,374,4797,4233.19,2.14,11.32,183.31
Campaign D,Ad-7,2025-02-25,55+,M,3597,2146,3665,16887,804,2644,4291.32,4.76,5.34,159.2
Campaign D,Ad-8,2025-02-25,45-54,M,4636,1818,2343,9519,503,1896,646.27,5.28,1.28,163.36
Campaign D,Ad-9,2025-02-25,25-34,M,2607,3596,3611,5421,1366,425,4717.92,25.2,3.45,133.18
Campaign D,Ad-10,2025-02-25,55+,M,4859,3125,1814,19832,590,1407,4073.63,2.97,6.9,139.89
Campaign E,Ad-1,2025-02-25,35-39,F,2228,1240,3495,15766,783,4421,4287.71,4.97,5.48,84.92
Campaign E,Ad-2,2025-02-25,45-54,F,1008,4649,3759,6471,310,1914,1837.91,4.79,5.93,161.27
Campaign E,Ad-3,2025-02-25,45-54,F,1699,1135,4817,17388,392,3069,649.36,2.25,1.66,156.9
Campaign E,Ad-4,2025-02-25,55+,M,1104,3785,2258,8433,808,2956,2850.48,9.58,3.53,102.82
Campaign E,Ad-5,2025-02-25,40-44,M,4074,1049,2859,14101,101,2482,2557.79,0.72,25.32,108.32
Campaign E,Ad-6,2025-02-25,45-54,M,4083,4629,4051,5717,268,1794,3126.42,4.69,11.67,158.53
Campaign E,Ad-7,2025-02-25,40-44,F,1166,2025,4894,18380,228,827,1022.32,1.24,4.48,161.25
Campaign E,Ad-8,2025-02-25,25-34,F,2322,4126,4222,6651,164,4350,4460.64,2.47,27.2,163.76
Campaign E,Ad-9,2025-02-25,45-54,M,2423,1438,4822,8627,540,1272,3387.88,6.26,6.27,128.89
Campaign E,Ad-10,2025-02-25,55+,F,3868,3027,1324,7972,1267,872,2061.99,15.89,1.63,103.32
Campaign A,Ad-1,2025-02-26,45-54,M,2951,2224,3495,8767,1379,2681,1580.7,15.73,1.15,145.75
Campaign A,Ad-2,2025-02-26,45-54,M,3457,4082,2175,19329,983,4780,4118.83,5.09,4.19,170.16
Campaign A,Ad-3,2025-02-26,25-34,M,3905,1097,2766,19411,918,3673,1038.72,4.73,1.13,192.83
Campaign A,Ad-4,2025-02-26,45-54,M,3173,1118,2953,11442,168,399,4534.56,1.47,26.99,112.82
Campaign A,Ad-5,2025-02-26,45-54,F,2981,2654,2954,9509,1244,1586,2488.28,13.08,2.0,109.9
Campaign A,Ad-6,2025-02-26,25-34,F,4404,3083,3339,19592,1044,4073,508.27,5.33,0.49,87.21
Campaign A,Ad-7,2025-02-26,55+,M,1123,4787,2496,19729,856,4948,4452.24,4.34,5.2,159.72
Campaign A,Ad-8,2025-02-26,25-34,F,1037,1161,3460,12154,1146,1174,1940.5,9.43,1.69,139.46
Campaign A,Ad-9,2025-02-26,40-44,M,3769,2777,4864,19119,178,837,3296.11,0.93,18.52,145.37
Campaign A,Ad-10,2025-02-26,25-34,M,3389,2674,4355,10587,1454,283,2100.04,13.73,1.44,101.14
Campaign B,Ad-1,2025-02-26,35-39,F,1896,1174,1329,8291,850,3303,842.73,10.25,0.99,129.82
Campaign B,Ad-2,2025-02-26,25-34,M,3423,1281,4299,17234,1455,1174,1429.31,8.44,0.98,141.84
Campaign B,Ad-3,2025-02-26,25-34,F,2485,1355,2597,16880,929,1437,1420.15,5.5,1.53,168.92
Campaign B,Ad-4,2025-02-26,35-39,F,1964,1959,4448,15012,1024,620,2100.98,6.82,2.05,190.11
Campaign B,Ad-5,2025-02-26,45-54,M,3689,1476,2242,14999,1224,4654,1085.32,8.16,0.89,158.33
Campaign B,Ad-6,2025-02-26,18-24,F,2661,2268,3784,4599,587,3238,1920.27,12.76,3.27,139.3
Campaign B,Ad-7,2025-02-26,55+,M,4497,3871,4735,17809,840,3657,4785.57,4.72,5.7,85.47
Campaign B,Ad-8,2025-02-26,35-39,F,1597,1316,4630,6483,1437,1757,609.15,22.17,0.42,121.14
Campaign B,Ad-9,2025-02-26,35-39,F,4239,2394,1709,10782,854,1229,2381.07,7.92,2.79,110.59
Campaign B,Ad-10,2025-02-26,35-39,F,4520,3294,4708,7254,956,2404,2515.67,13.18,2.63,145.66
Campaign C,Ad-1,2025-02-26,35-39,F,2363,4022,3422,19174,1111,4092,4159.73,5.79,3.74,137.76
Campaign C,Ad-2,2025-02-26,55+,M,2754,1665,3209,9812,707,3706,423.27,7.21,0.6,168.06
Campaign C,Ad-3,2025-02-26,25-34,F,1541,4134,2397,11506,126,1054,2386.28,1.1,18.94,89.51
Campaign C,Ad-4,2025-02-26,25-34,M,1648,3400,3342,8267,1459,2035,4644.8,17.65,3.18,109.26
Campaign C,Ad-5,2025-02-26,45-54,M,1209,3264,2415,15249,870,4956,3924.55,5.71,4.51,162.08
Campaign C,Ad-6,2025-02-26,55+,F,1526,2100,3354,10773,1058,4534,1438.71,9.82,1.36,149.28
Campaign C,Ad-7,2025-02-26,35-39,M,2192,2582,4108,13597,389,1875,609.47,2.86,1.57,118.98
Campaign C,Ad-8,2025-02-26,35-39,M,4778,3120,4168,3632,871,2851,762.29,23.98,0.88,138.93
Campaign C,Ad-9,2025-02-26,55+,M,4781,3195,1617,8581,1267,3407,4818.97,14.77,3.8,156.16
Campaign C,Ad-10,2025-02-26,40-44,F,3042,4980,1218,4004,1225,880,3134.87,30.59,2.56,122.41
Campaign D,Ad-1,2025-02-26,18-24,M,3624,3377,2063,16695,1108,1686,2094.54,6.64,1.89,105.27
Campaign D,Ad-2,2025-02-26,55+,F,2243,1754,2418,4390,821,1041,3222.68,18.7,3.93,163.82
Campaign D,Ad-3,2025-02-26,35-39,F,4591,2178,1175,12684,712,3901,583.7,5.61,0.82,162.78
Campaign D,Ad-4,2025-02-26,18-24,F,1032,2883,2896,6572,695,2209,2173.52,10.58,3.13,121.85
Campaign D,Ad-5,2025-02-26,18-24,F,4228,4527,4177,9382,454,340,2152.66,4.84,4.74,146.1
Campaign D,Ad-6,2025-02-26,45-54,F,3371,4150,3425,8828,1030,3525,2140.74,11.67,2.08,196.28
Campaign D,Ad-7,2025-02-26,40-44,F,3328,4813,1529,14453,978,2772,4686.36,6.77,4.79,190.45
Campaign D,Ad-8,2025-02-26,40-44,M,2133,3108,4431,15467,750,3597,1811.79,4.85,2.42,115.03
Campaign D,Ad-9,2025-02-26,40-44,F,1599,3181,4514,9363,1407,4997,4155.32,15.03,2.95,141.0
Campaign D,Ad-10,2025-02-26,45-54,M,4904,1825,3078,12526,1275,4258,4825.74,10.18,3.78,180.71
Campaign E,Ad-1,2025-02-26,18-24,F,4980,1999,4516,16487,1483,2150,859.06,8.99,0.58,117.09
Campaign E,Ad-2,2025-02-26,45-54,M,4713,2432,3833,8647,623,983,1595.13,7.2,2.56,175.22
Campaign E,Ad-3,2025-02-26,35-39,M,3791,3474,2622,13045,758,1805,3049.1,5.81,4.02,83.54
Campaign E,Ad-4,2025-02-26,45-54,F,1192,3799,3831,7448,967,480,4692.17,12.98,4.85,85.24
Campaign E,Ad-5,2025-02-26,45-54,M,4107,3421,1198,13783,680,683,2912.43,4.93,4.28,140.6
Campaign E,Ad-6,2025-02-26,18-24,F,4472,4324,1331,10898,992,4506,2156.06,9.1,2.17,181.13
Campaign E,Ad-7,2025-02-26,18-24,M,2777,4133,2103,10754,205,1054,857.91,1.91,4.18,134.8
Campaign E,Ad-8,2025-02-26,40-44,M,1502,1823,3742,19143,912,2872,438.14,4.76,0.48,165.29
Campaign E,Ad-9,2025-02-26,25-34,M,3963,4274,4664,19607,1038,2905,3058.4,5.29,2.95,85.2
Campaign E,Ad-10,2025-02-26,40-44,F,3608,1281,2124,10835,1348,2901,1223.42,12.44,0.91,95.75
Campaign A,Ad-1,2025-02-27,55+,M,4549,3554,4446,14400,132,2629,4775.79,0.92,36.18,114.5
Campaign A,Ad-2,2025-02-27,35-39,M,3783,3984,3814,17954,100,1534,4421.65,0.56,44.22,86.81
Campaign A,Ad-3,2025-02-27,55+,M,3179,1347,3775,13880,271,4188,4642.0,1.95,17.13,103.33
Campaign A,Ad-4,2025-02-27,40-44,F,3063,4349,4366,7189,645,2885,2598.2,8.97,4.03,130.01
Campaign A,Ad-5,2025-02-27,35-39,M,3737,4187,4236,4138,468,4631,4108.99,11.31,8.78,100.29
Campaign A,Ad-6,2025-02-27,18-24,M,4728,4160,4862,18626,851,682,2511.73,4.57,2.95,173.65
Campaign A,Ad-7,2025-02-27,25-34,F,3701,2592,3230,14745,1069,4991,2804.14,7.25,2.62,111.58
Campaign A,Ad-8,2025-02-27,35-39,F,1536,3860,2487,4337,458,409,4912.52,10.56,10.73,97.72
Campaign A,Ad-9,2025-02-27,18-24,F,3557,1171,1486,14951,1052,1161,2130.81,7.04,2.03,157.49
Campaign A,Ad-10,2025-02-27,45-54,F,3711,2390,3571,15444,331,1792,4364.84,2.14,13.19,186.12
Campaign B,Ad-1,2025-02-27,25-34,F,3878,4308,1958,19364,269,2949,3383.57,1.39,12.58,137.02
Campaign B,Ad-2,2025-02-27,35-39,F,4251,2595,2623,7311,773,1541,1905.25,10.57,2.46,110.02
Campaign B,Ad-3,2025-02-27,45-54,F,3755,2289,4924,15169,1341,1414,3516.57,8.84,2.62,186.85
Campaign B,Ad-4,2025-02-27,55+,M,4590,4472,1831,17068,783,3200,2592.91,4.59,3.31,177.04
Campaign B,Ad-5,2025-02-27,18-24,F,3337,4076,1003,9436,1444,1687,2359.02,15.3,1.63,130.22
Campaign B,Ad-6,2025-02-27,45-54,F,1560,2555,2878,15061,607,4392,4128.58,4.03,6.8,116.74
Campaign B,Ad-7,2025-02-27,40-44,F,3525,3156,4248,5802,129,496,3886.48,2.22,30.13,150.57
Campaign B,Ad-8,2025-02-27,40-44,F,2396,2076,1774,11009,475,3749,1740.56,4.31,3.66,126.85
Campaign B,Ad-9,2025-02-27,40-44,M,2644,2100,3525,5812,273,701,1551.62,4.7,5.68,116.28
Campaign B,Ad-10,2025-02-27,25-34,F,2175,2854,2138,18059,499,1577,3206.74,2.76,6.43,108.35
Campaign C,Ad-1,2025-02-27,35-39,F,1855,2828,3578,4373,976,2818,2487.01,22.32,2.55,86.46
Campaign C,Ad-2,2025-02-27,40-44,F,1406,3415,4783,8646,1267,1537,3793.54,14.65,2.99,134.97
Campaign C,Ad-3,2025-02-27,40-44,F,4885,1030,1117,10081,1237,4043,2348.34,12.27,1.9,95.79
Campaign C,Ad-4,2025-02-27,45-54,F,2624,3041,3121,9605,1054,2178,4948.25,10.97,4.69,91.74
Campaign C,Ad-5,2025-02-27,18-24,F,2279,4106,4710,12295,1304,5000,3596.72,10.61,2.76,153.97
Campaign C,Ad-6,2025-02-27,18-24,F,4061,3893,2183,8365,768,883,4744.4,9.18,6.18,166.6
Campaign C,Ad-7,2025-02-27,40-44,M,2081,2752,1951,14549,580,2269,2283.85,3.99,3.94,191.23
Campaign C,Ad-8,2025-02-27,40-44,F,1416,2367,3595,12681,366,494,1485.05,2.89,4.06,190.15
Campaign C,Ad-9,2025-02-27,25-34,M,4125,4667,2110,4282,897,4278,612.32,20.95,0.68,191.5
Campaign C,Ad-10,2025-02-27,40-44,F,3459,3079,3138,12170,1051,1967,2171.24,8.64,2.07,97.87
Campaign D,Ad-1,2025-02-27,35-39,M,2013,3985,1193,12356,119,1405,1519.39,0.96,12.77,195.57
Campaign D,Ad-2,2025-02-27,35-39,F,1378,2987,4846,11133,871,1092,3199.41,7.82,3.67,97.94
Campaign D,Ad-3,2025-02-27,18-24,F,1124,1970,4802,3679,854,2200,4490.25,23.21,5.26,133.8
Campaign D,Ad-4,2025-02-27,45-54,M,4237,1284,2626,3757,1064,4687,3487.41,28.32,3.28,144.84
Campaign D,Ad-5,2025-02-27,40-44,M,3145,3149,3238,11371,131,3534,4741.37,1.15,36.19,148.22
Campaign D,Ad-6,2025-02-27,45-54,M,4655,1296,1672,19002,1250,4765,2720.92,6.58,2.18,114.22
Campaign D,Ad-7,2025-02-27,18-24,F,3913,2378,1781,18891,692,3867,3851.71,3.66,5.57,150.76
